SKELID	TILUDRONATE
K-TAB	POTASSIUM CHLORIDE
AMANTADINE HYDROCHLORIDE	AMANTADINE
ALLURAL	ALLOPURINOL
HAYNON	CHLORPHENIRAMINE
NEOPHYLLINE	DYPHYLLINE
GRAVOCAIN	LIDOCAINE
BUTILENE	OXYPHENBUTAZONE
DORMIN-5	NITRAZEPAM
2-AMINOETHANETHIOL	CYSTEAMINE
PERSANTINAT	CLOFIBRATE
RENDAPID	SIMVASTATIN
APHENYLBARBIT	PHENOBARBITAL
PARKINANE RETARD	TRIHEXYPHENIDYL
NEOSPORIN-H EAR	HYDROCORTISONE
MEPHETEDRINE	MEPHENTERMINE
METHDILAZINE	METHDILAZINE
FERTAGYL	GONADORELIN
ANTIMONY SODIUM GLUCONATE	SODIUM STIBOGLUCONATE
CORDICANT	NIFEDIPINE
SPORICEF	CEPHALEXIN
PROCALMADOL	MEPROBAMATE
DESAL	FUROSEMIDE
NITROFURAZONE	NITROFURAZONE
TRYPTAZINE DIHYDROCHLORIDE	TRIFLUOPERAZINE
STILBESTRONE	DIETHYLSTILBESTROL
1-AMINOADAMANTANE	AMANTADINE
ELAVIL	AMITRIPTYLINE
ORALIN	TOLBUTAMIDE
CHEMICETIN	CHLORAMPHENICOL
PLANIPART	CLENBUTEROL
METERAZINE	PROCHLORPERAZINE
YAMATETAN	CEFOTETAN
N-METHYL-ALPHA-PHENOLSUCCINIMIDE	PHENSUXIMIDE
RAURESCIN	RESCINNAMINE
BISMUTH(III) SUBSALICYLATE	BISMUTH SUBSALICYLATE
LACRIMIN	OXYBUPROCAINE
DIPEZONA	DIAZEPAM
LOESTRIN	NORETHINDRONE
INDMETHACINE	INDOMETHACIN
N-METHYLAMPHETAMINE	METHAMPHETAMINE
(-)-THYROXINE	LEVOTHYROXINE
ALMOTRIPTAN	ALMOTRIPTAN
MIAQUIN	AMODIAQUINE
ETOPOPHOS	ETOPOSIDE
FUVACILLIN	NITROFURAZONE
CITANEST PLAIN	PRILOCAINE
METOXIFLURAN	METHOXYFLURANE
BASEN (TAKEDA CHEMICAL INDUSTRIES)	VOGLIBOSE
LETROZOL	LETROZOLE
DOSFOLAT B ACTIV	FOLIC ACID
ROSUVAS	ROSUVASTATIN
FLUATON	FLUOROMETHOLONE
DALTEPARIN-N	DALTEPARIN
METOPYRONE	METYRAPONE
G-CSF	FILGRASTIM
LINVUR	LINDANE
ALIZAPRIDA [INN-SPANISH]	ALIZAPRIDE
PHENOTEROL	FENOTEROL
KALIUM S.R.	POTASSIUM CHLORIDE
VALMIRAN	CYCLOTHIAZIDE
DOXEPINE	DOXEPIN
MEPROTANUM	MEPROBAMATE
MYELOSAN	BUSULFAN
ARKITROPIN	HOMATROPINE METHYLBROMIDE
FURADANTINA MC	NITROFURANTOIN
TRIFLURIDINE	TRIFLURIDINE
PROGESTOL	PROGESTERONE
BROMDIPHENHYDRAMINE HYDROCHLORIDE	BROMODIPHENHYDRAMINE
RTG	EZOGABINE
RTC	RIBAVIRIN
HIDAN	PHENYTOIN
SUCCIMITIN	ETHOSUXIMIDE
2-(ALPHA,ALPHA,ALPHA-TRIFLUORO-M-TOLUIDINO)NICOTINIC ACID	NIFLUMIC ACID
NOVO-BROMAZEPAM	BROMAZEPAM
FOLLESTRINE	ESTRONE
BEIH	NIALAMIDE
VIO-THENE	OXYPHENCYCLIMINE
MEDIHALER-EPI	EPINEPHRINE
EFPENIX	AMOXICILLIN
STREPTOKINASE C PRECURSOR	STREPTOKINASE
APASIL	MEPROBAMATE
BUMETANIDE	BUMETANIDE
DURANIFIN	NIFEDIPINE
BRONKOSOL	ISOETHARINE
EDECRIN	ETHACRYNIC ACID
EDECRIL	ETHACRYNIC ACID
RHINOFRENOL	OXYMETAZOLINE
SINGULAR	MONTELUKAST
HALDOL SOLUTAB	HALOPERIDOL
PHENOTOLAMINE	PHENTOLAMINE
TRIGLIDE	FENOFIBRATE
L-CYCLOSERINE	CYCLOSERINE
ILOTYCIN	ERYTHROMYCIN
INDON	PHENINDIONE
PRESSYN	VASOPRESSIN
RIBAMIDIL	RIBAVIRIN
SITAVIG	ACYCLOVIR
SERTINON	ETHIONAMIDE
TERFENADINE CARBOXYLATE	FEXOFENADINE
RYTHMODAN-LA	DISOPYRAMIDE
TENSIVAL	THALIDOMIDE
ORSTANORM	DIHYDROERGOTAMINE
ALLERCORB	VITAMIN C
ELEVEN	HEXACHLOROPHENE
AMDINOCILLIN	AMDINOCILLIN
XANTURAT	ALLOPURINOL
MEMANTINA [INN-SPANISH]	MEMANTINE
PARA-AMINOHIPPURATE	AMINOHIPPURATE
DV	DIENESTROL
DT	DYPHYLLINE
TESTOSTERONE ENANTHATE	TESTOSTERONE
PILOCAR SMP	PILOCARPINE
NORVIR	RITONAVIR
THIOTHIXINE	THIOTHIXENE
SALOFALK	MESALAZINE
BRAF(V600E) KINASE INHIBITOR RO5185426	VEMURAFENIB
LIPIDSENKER	CLOFIBRATE
SERDOLECT	SERTINDOLE
ZITHRAX	AZITHROMYCIN
PANOSINE	MENADIONE
IMIPRAMINA	IMIPRAMINE
IMIPRAMINE	IMIPRAMINE
4,4'-(ISOPROPYLIDENEDITHIO)BIS[2, 6-DI-TERT-BUTYLPHENOL]	PROBUCOL
PRIODERM	MALATHION
D3	CALCITRIOL
FURATOIN	NITROFURANTOIN
HISTAMINE PHOSPHATE	HISTAMINE PHOSPHATE
PYRIDOXOL	PYRIDOXINE
EVRONAL SODIUM	SECOBARBITAL
OMNICEF	CEFDINIR
TOPIGLAN	ALPROSTADIL
SORBISLO	ISOSORBIDE DINITRATE
PROGESTERONE	PROGESTERONE
PAN-TRANQUIL	MEPROBAMATE
OMNISCAN	GADODIAMIDE
COTINIZIN	ISONIAZID
GENOXAL	CYCLOPHOSPHAMIDE
DELTASORALEN	METHOXSALEN
PROMYRTIL	MIRTAZAPINE
TELBANS DRY SYRUP	THEOPHYLLINE
FLUOHYDRISONE	FLUDROCORTISONE
CIFN	INTERFERON ALFACON-1
LUVOX	FLUVOXAMINE
GENOPHYLLIN	AMINOPHYLLINE
-(HEXADECANOYL-GAMMA-GLUTAMYLE)-[34-ARGININE]GLP-1-(7-37)-PEPTIDE	LIRAGLUTIDE
INDOMETACYNA	INDOMETHACIN
PARAMETHASONE	PARAMETHASONE
DINORMON	DEXAMETHASONE
OXAPROZINUM [INN-LATIN]	OXAPROZIN
FLOGODIN	OXYPHENBUTAZONE
TEBERUS	ETHIONAMIDE
CYCLOPHOSPHANE	CYCLOPHOSPHAMIDE
FENOBARBITAL	PHENOBARBITAL
PHENOLPHTALEINE [INN-FRENCH]	PHENOLPHTHALEIN
JENEST	NORETHINDRONE
ADRIBLASTINA	DOXORUBICIN
1ALPHA-HYDROXYCHOLECALCIFEROL	ALFACALCIDOL
GRYSIO	GRISEOFULVIN
QUINETAZONA [INN-SPANISH]	QUINETHAZONE
GLIPID	GLIPIZIDE
THIOTEPA	THIOTEPA
ERYSIPAN	SULFANILAMIDE
PERSANTIN	DIPYRIDAMOLE
FLUXID	FAMOTIDINE
MOBAN	MOLINDONE
ARA-C	CYTARABINE
NITREX	NITROFURANTOIN
CARMUSTIN	CARMUSTINE
HERPE-GEL	IDOXURIDINE
TRAZOSIN HCL	TERAZOSIN
NALDECON SENIOR EX	GUAIFENESIN
M AND B 693	SULFAPYRIDINE
VARENICLINE TARTRATE	VARENICLINE
EPIDIONE	TRIMETHADIONE
RUSYDE	FUROSEMIDE
VICETON	CHLORAMPHENICOL
METILBETASONE	METHYLPREDNISOLONE
BUPREL	BUPRENORPHINE
METHIONINE	L-METHIONINE
ASTHMAHALER MIST	EPINEPHRINE
CIRPON	MEPROBAMATE
PIRBUTEROLUM [INN-LATIN]	PIRBUTEROL
RO 42-5892	REMIKIREN
PRO-BAN M	THALIDOMIDE
MONOBENZON	MONOBENZONE
CHRONOGYN	DANAZOL
ULTANDRENE	FLUOXYMESTERONE
STREPTOGRAMIN A	VIRGINIAMYCIN M1
ODANTOL	ISOTHIPENDYL
CARBETHOXYMETHIMAZOLE	CARBIMAZOLE
SANBOSTEN	THENALIDINE
CUPRIPEN	PENICILLAMINE
CONCHININE	QUINIDINE
2-(2-(BENZYLCARBAMOYL)ETHYL)HYDRAZIDE ISONICOTINIC ACID	NIALAMIDE
PRONALGON F	DINOPROST TROMETHAMINE
TRICLORMETIAZIDE	TRICHLORMETHIAZIDE
THEAL	DYPHYLLINE
OXYPHENBUTAZONE	OXYPHENBUTAZONE
ASPIRAL	AMYL NITRITE
TSUDOHMIN	DICLOFENAC
KLACID	CLARITHROMYCIN
ETHOSUCCINIMIDE	ETHOSUXIMIDE
ARFONAD	TRIMETHAPHAN
SERTACONAZOLUM [LATIN]	SERTACONAZOLE
BENYLIN DM FOR CHILDREN 12 HOUR	DEXTROMETHORPHAN
CEFLATONIN	HOMOHARRINGTONINE
ISOSORBIDE DINITRATE	ISOSORBIDE DINITRATE
TAZAROTENE [USAN:INN]	TAZAROTENE
OVEX	ESTRONE
NOVO-FAMOTIDINE	FAMOTIDINE
FAMOPSIN	FAMOTIDINE
TRIMOX	AMOXICILLIN
DESEPRIDINE	DESERPIDINE
ROLISONE	PREDNISOLONE
ALINDOR	PHENYLBUTAZONE
ADENINE DEOXYRIBONUCLEOSIDE	ADENOSINE
TRIFLUSAL	TRIFLUSAL
ONGLYZA	SAXAGLIPTIN
JENAFUSID	FUROSEMIDE
AMOBARBITAL	AMOBARBITAL
BISMUTH VIOLET	GENTIAN VIOLET
ORTHO-NOVUM 1 35	NORETHINDRONE
APLEXAL	CINNARIZINE
AMFENAC AMIDE	NEPAFENAC
DANOFLOX	OFLOXACIN
DERMATOP	PREDNICARBATE
DIOCYL HYDROCHLORIDE	DICYCLOMINE
L-KETAMINE	KETAMINE
OTOBIOTIC	HYDROCORTISONE
PREDNICARBATE	PREDNICARBATE
CANTAXIN	VITAMIN C
ISMN HEUMANN	ISOSORBIDE MONONITRATE
VEXOL	RIMEXOLONE
O-DESMETHYLVENLAFAXINE	DESVENLAFAXINE
ORPHENEDRINE	ORPHENADRINE
N-HYDROXYACETAMIDE	ACETOHYDROXAMIC ACID
BUTANORA	OXYPHENBUTAZONE
CHLORAZEPIC ACID	CLORAZEPATE
CEPHALEXINUM	CEPHALEXIN
PHENFORMINUM [INN-LATIN]	PHENFORMIN
BIBR 277	TELMISARTAN
KEFENID	KETOPROFEN
SEROSTIM	SOMATROPIN RECOMBINANT
CREMO-QUIN	CLIOQUINOL
ZAMBESIL	CHLORTHALIDONE
MOSCARDA	MALATHION
KEY-PRED	PREDNISOLONE
TRIHEXYLPHENIZYL	TRIHEXYPHENIDYL
DEMULEN	NORETHINDRONE
LUMEFANTRINE	LUMEFANTRINE
ERGENYL	VALPROIC ACID
NORETHINDRONE	NORETHINDRONE
TAVIST-1	CLEMASTINE
FLOGISTIN	OXYPHENBUTAZONE
TREPROSTINIL	TREPROSTINIL
NEXAVAR	SORAFENIB
ETHYOL	AMIFOSTINE
SULFAMETHYLTHIADIAZOLE	SULFAMETHIZOLE
GLUCAGON (ELI LILLY)	GLUCAGON RECOMBINANT
DIVERON	MEPROBAMATE
DEMETHYLCHLOROTETRACYCLINE	DEMECLOCYCLINE
DRAMILIN	DIMENHYDRINATE
ILIADIN	OXYMETAZOLINE
FULUVAMIDE	FUROSEMIDE
RG-2077	ABATACEPT
AGOSTILBEN	DIETHYLSTILBESTROL
LOSEC	OMEPRAZOLE
APHRODYNE	YOHIMBINE
DIPHENOXIN	DIFENOXIN
BEZALIP RETARD	BEZAFIBRATE
DR. SCHOLL'S ATHLETE'S FOOT SPRAY	TOLNAFTATE
SYNALGOS-DC-A	ACETAMINOPHEN
COLESTIPOLUM [INN-LATIN]	COLESTIPOL
HYDRO-RAPID	FUROSEMIDE
SHOULDERS INTENSIVE TREATMENT REGULAR FORMULA DANDRUFF LOTION SHAMPOO	SELENIUM SULFIDE
ROZEX	RESCINNAMINE
GEN-MELOXICAM	MELOXICAM
NOVOCAMID	PROCAINAMIDE
TRICHLOROMETHIAZIDE	TRICHLORMETHIAZIDE
BUTA PHEN	PHENYLBUTAZONE
TENEMYCIN	TOBRAMYCIN
L-OFLOXACIN	LEVOFLOXACIN
ANISENE	CHLOROTRIANISENE
TRI-SULFAMETH	SULFADIAZINE
ATTAPULGITE	ATTAPULGITE
DICUMOL	DICUMAROL
ELDEZOL	NITROFURAZONE
CHLORODIAZEPOXIDE	CHLORDIAZEPOXIDE
FROBEN SR	FLURBIPROFEN
CIAMIN	VITAMIN C
FLUCLOXACILLIN	FLUCLOXACILLIN
METHAPYRAPONE	METYRAPONE
TIBAZIDE	ISONIAZID
AMPLITAL	AMPICILLIN
PONCYL	GRISEOFULVIN
SODIUM TETRADECYL SULFATE	SODIUM TETRADECYL SULFATE
FLUOXYMESTRONE	FLUOXYMESTERONE
LORAX	LORAZEPAM
LORAZ	LORAZEPAM
PAXIL CR	PAROXETINE
PIRITON	CHLORPHENIRAMINE
GYNODIOL	ESTRADIOL
IBALGIN	IBUPROFEN
PRIMBACTAM	AZTREONAM
NOVOCAINE	PROCAINE
ALDINAMIDE	PYRAZINAMIDE
UIC-94017	DARUNAVIR
BENZYLPENICILLINIC ACID	PENICILLIN G
NEO-SYNEPHRINE NASAL JELLY	PHENYLEPHRINE
XEFO	LORNOXICAM
LEDERCORT	TRIAMCINOLONE
FURAZOL W	NITROFURAZONE
CHLORDIAZEPOXID	CHLORDIAZEPOXIDE
ANTHETHYL	DISULFIRAM
MEPIVACAINE	MEPIVACAINE
DECOSTRIOL	CALCITRIOL
CARBOXYPHOSPHONIC ACID	FOSCARNET
EOVIST	GADOXETATE
(+)-VITAMIN D3	CHOLECALCIFEROL
PARASALINDON	AMINOSALICYLIC ACID
EXOCIN	OFLOXACIN
INTERLEUKIN-2 PRECURSOR	ALDESLEUKIN
SODIUM PENTOBARBITAL	PENTOBARBITAL
AGOMELATINE	AGOMELATINE
MIDEFAM	FAMOTIDINE
MACASIROOL	FUROSEMIDE
XALATAN FIXED FLOW DEVICE	LATANOPROST
PROSTAGLANDIN E1	ALPROSTADIL
PROSTAGLANDIN E2	DINOPROSTONE
MIRENA	LEVONORGESTREL
LENTINE	CARBACHOL
TIAPROFENIC ACID	TIAPROFENIC ACID
GLATIRAMER ACETATE	GLATIRAMER ACETATE
APREPITANT	APREPITANT
CHLORHYDRATE DE PAPAVERINE	PAPAVERINE
ERITROCINA	ERYTHROMYCIN
MORBUSAN	METHYLPHENOBARBITAL
DOLCIDIUM	INDOMETHACIN
SEBAR	SECOBARBITAL
METAPROTERENOL	ORCIPRENALINE
AFLIBERCEPT	AFLIBERCEPT
MONOCID	CEFONICID
KESSO-BAMATE	MEPROBAMATE
GONTOCHIN	CHLOROQUINE
REOMAX	ETHACRYNIC ACID
RA-8	DIPYRIDAMOLE
METAPLEXAN	MEQUITAZINE
DARICON	OXYPHENCYCLIMINE
DARICOL	OXYPHENCYCLIMINE
2-NAPHTHYL N-METHYL-N-(3-TOLYL)THIONOCARBAMATE	TOLNAFTATE
HUMULIN N PEN	INSULIN, ISOPHANE
NIFELAN	NIFEDIPINE
2-(ACETOLYLOXY)-N-(5-NITRO-2-THIAZOLYL)BENZAMIDE	NITAZOXANIDE
DESMOPRESSINUM [INN-LATIN]	DESMOPRESSIN
NEUROCAINE	COCAINE
D.H.E. 45	DIHYDROERGOTAMINE
FENOTEROLUM [INN-LATIN]	FENOTEROL
QUETIMID	THALIDOMIDE
CHLOMYCOL	CHLORAMPHENICOL
WATER, 50%	ETHANOL
SYNSAC	FLUOCINOLONE ACETONIDE
INDOCID	INDOMETHACIN
KE TAS	IBUDILAST
NITRENDIPIN	NITRENDIPINE
CEFOTAN	CEFOTETAN
INDOCIN	INDOMETHACIN
CERTOLIZUMAB PEGOL	CERTOLIZUMAB PEGOL
FLUVIN	HYDROCHLOROTHIAZIDE
MECAMINE	MECAMYLAMINE
APOZEPAM	DIAZEPAM
AK-CHLOR	CHLORAMPHENICOL
METOTHYRINE	METHIMAZOLE
SUCRAZIDE	GLIPIZIDE
HEXICIDE	LINDANE
SYNTODRIL	DIPHENHYDRAMINE
PEPTIFAM	FAMOTIDINE
IPSOTIAN	MEPROBAMATE
PIPORTIL L4	PIPOTIAZINE
PRULET	PHENOLPHTHALEIN
OP-SULFA 30	SULFACETAMIDE
ZENUSIN	NIFEDIPINE
APRINDINA [INN-SPANISH]	APRINDINE
ETHINYLOESTRADIOL	ETHINYL ESTRADIOL
LEVOBUPIVACAINE	LEVOBUPIVACAINE
NIFENSAR XL	NIFEDIPINE
FLUOXYMESTERONE	FLUOXYMESTERONE
PHENYLPSEUDOHYDANTOIN	PEMOLINE
NIFECARD	NIFEDIPINE
ACYLPYRIN	ACETYLSALICYLIC ACID
MITOZYTREX	MITOMYCIN
CALCIFEDIOLUM [INN-LATIN]	CALCIDIOL
BIOPHENICOL	CHLORAMPHENICOL
NOPTIL	PHENOBARBITAL
I0157_SIGMA	IBUDILAST
PHENOXYMETHYL PENICILLIN	PENICILLIN V
DYLAMON	DIPHENHYDRAMINE
BRISTACYCLINE	TETRACYCLINE
MAOLATE	CHLORPHENESIN
GALLAMONE TRIETHIODIDE	GALLAMINE TRIETHIODIDE
FLUORESCEIN, DISODIUM SALT, FLUORESCEIN, DISODIUM SALT	FLUORESCEIN
EPOSERIN	CEFTIZOXIME
ISOPHENICOL	CHLORAMPHENICOL
AZOPHEN	ANTIPYRINE
4,4'-(ISOPROPYLIDENEDITHIO)BIS(2,6-DI-TERT-BUTYLPHENOL)	PROBUCOL
ENSODORM	PHENOBARBITAL
CHLORHEXADOL	CHLORHEXADOL
NICOTINSAURE	NIACIN
BISOPROLOL HEMIFUMARATE	BISOPROLOL
GASTROMAX	METOCLOPRAMIDE
NIDREL	NITRENDIPINE
ISESTRAN	TRICHLORMETHIAZIDE
IBANDRONATE SODIUM	IBANDRONATE
DEXONE 1.5	DEXAMETHASONE
PHENAZODINE	PHENAZOPYRIDINE
PRESITEN	LISINOPRIL
ATHROMBON	PHENINDIONE
DIMOCILLIN	METICILLIN
ADAZINE	TRIFLUPROMAZINE
IFIBRIUM	CHLORDIAZEPOXIDE
ANESTHESINE	BENZOCAINE
TERNELIN	TIZANIDINE
AZO GANTRISIN	SULFISOXAZOLE
SEPTICIDE	CIPROFLOXACIN
VANCOR	VANCOMYCIN
DOLPRONE	ACETAMINOPHEN
KESTRONE	ESTRONE
QUIATRIL	DIAZEPAM
HOSTACORTIN	PREDNISONE
DOXAPRAM HCL	DOXAPRAM
METHOXIFLURANUM	METHOXYFLURANE
SYNTHETIC VITAMIN D	ERGOCALCIFEROL
HYDROSKIN	HYDROCORTISONE
TRIFLUPROMAZINE	TRIFLUPROMAZINE
CAP-PROFEN	IBUPROFEN
PAPAVERINE HCL	PAPAVERINE
TUBOCURARINUM	TUBOCURARINE
ETODOLACETODOLIC ACID	ETODOLAC
REGENON	DIETHYLPROPION
ULCESEP	OMEPRAZOLE
GLUCAMIDE	CHLORPROPAMIDE
METICILLINUM [INN-LATIN]	METICILLIN
AGRIBON	SULFADIMETHOXINE
DIXINAL	NALIDIXIC ACID
ISALIZINA	NIALAMIDE
EM	ERYTHROMYCIN
IMIDAN	THALIDOMIDE
DESFLURANUM [INN-LATIN]	DESFLURANE
ZYDIS	OLANZAPINE
PRIMETHAMINE	PYRIMETHAMINE
BARBONAL	PHENOBARBITAL
NAPHTHIOMATE-T	TOLNAFTATE
CEVITAMIC ACID	VITAMIN C
PRESSOROL	METARAMINOL
METIXENE HYDROCHLORIDE	METIXENE
DICLOXACILINA [INN-SPANISH]	DICLOXACILLIN
PRAMIDIN	METOCLOPRAMIDE
ATENOL MSD	ATENOLOL
POLYGRIPAN	THALIDOMIDE
FENFORMIN	PHENFORMIN
ATERIOSAN	CLOFIBRATE
DIPHYDRONE	OXYCODONE
BMS 201038	LOMITAPIDE
ATARAZOID	HYDROXYZINE
SUPRESSIN	DOXAZOSIN
APLACTAN	CINNARIZINE
PROPANIX	PROPRANOLOL
CIPROFLOXACINA	CIPROFLOXACIN
OLEOVITAMIN D3	CHOLECALCIFEROL
OLEOVITAMIN D2	ERGOCALCIFEROL
DOLOVIN	INDOMETHACIN
FLUSS	FUROSEMIDE
METOKURIINIJODIDI	METOCURINE IODIDE
1,3-DIMETHYL-3-PHENYL-PYRROLIDIN-2,5-DIONE	METHSUXIMIDE
LARIXIN	CEPHALEXIN
CLOXAM	CLOXAZOLAM
MEDIXON	METHYLPREDNISOLONE
22-OXOVINCALEUKOBLASTINE	VINCRISTINE
FLECAINIDE	FLECAINIDE
ADAPALENE	ADAPALENE
VIVACTIL	PROTRIPTYLINE
CORICIDIN	ACETYLSALICYLIC ACID
LIQUAMAR	PHENPROCOUMON
OXANDROLONA [INN-SPANISH]	OXANDROLONE
ENORDEN	MEPROBAMATE
DEFIBROTIDE	DEFIBROTIDE
SULFADIAZIN	SULFADIAZINE
CREATIN	CREATINE
TERPOSEN	RANITIDINE
NITALAPRAM	CITALOPRAM
QUINAPRIL HYDROCHLORIDE	QUINAPRIL
REMIFENTANYL	REMIFENTANIL
DERMOCHINONA	MONOBENZONE
URBIL	MEPROBAMATE
ISONICOTINIC ACID HYDRAZIDE	ISONIAZID
AFONILUM	THEOPHYLLINE
FLAMARIL	OXYPHENBUTAZONE
BUFORMINA [INN-SPANISH]	BUFORMIN
BIORETIC	FUROSEMIDE
MIRTAZAPINE	MIRTAZAPINE
PENICILLIN G POTASSIUM IN PLASTIC CONTAINER	PENICILLIN G
FORADILE	FORMOTEROL
FLAGESOL	METRONIDAZOLE
CLARITIN-D	LORATADINE
SYNTHOMYCETIN	CHLORAMPHENICOL
STREPTASE	STREPTOKINASE
KRIPLEX	DICLOFENAC
ALPHA-DI(P-HYDROXYPHENYL)PHTHALIDE	PHENOLPHTHALEIN
DILLANTIN	PHENYTOIN
ALPHEPROL	ALPRENOLOL
CAFFEIN	CAFFEINE
SERENSIL	ETHCHLORVYNOL
SORBIDE NITRATE	ISOSORBIDE DINITRATE
CHLORNITROMYCIN	CHLORAMPHENICOL
BONABOL	MEFENAMIC ACID
AMIODARONA [INN-SPANISH]	AMIODARONE
FOLLICULINE	ESTRONE
STANAPROL	DIHYDROTESTOSTERONE
CARDIBELTIN	VERAPAMIL
HEMOMYCIN	AZITHROMYCIN
TUBOCURARINE CHLORIDE	TUBOCURARINE
GASTROTABLINEN	METOCLOPRAMIDE
PIRIDISIR	SULFADIAZINE
7-NITRO-5-PHENYL-1,3-DIHYDRO-2H-1,4-BENZODIAZEPIN-2-ONE	NITRAZEPAM
PHENYLACETAMIDOPENICILLANIC ACID	PENICILLIN G
ANTIVERT	MECLIZINE
GLYCERYL GUAIACYL ETHER	GUAIFENESIN
RYTHMOL SR	PROPAFENONE
CLARITIN REDITABS	LORATADINE
DOLSIN	MEPERIDINE
SEDATROMIN	CINNARIZINE
MEPROLEAF	MEPROBAMATE
AMOXI-MAST	AMOXICILLIN
ROMOXIPRIDE	REMOXIPRIDE
SOSIGON	PENTAZOCINE
GRAMICIDIN D	GRAMICIDIN D
CHLORAMFENIKOL	CHLORAMPHENICOL
DICLOBENIN	DICLOFENAC
-ESTRADIOL	ESTRADIOL
CARTAGYL	CLOFIBRATE
CARBOCAIN	MEPIVACAINE
PYRATHYN	METHAPYRILENE
CONIVAPTAN	CONIVAPTAN
TOPOTECAN HYDROCHLORIDE	TOPOTECAN
BENZATROPINA [INN-SPANISH]	BENZATROPINE
IDUVIRAN	IDOXURIDINE
TEMOZOLOMIDE	TEMOZOLOMIDE
DAYFEN	DIPHENYLPYRALINE
SANAMIDOL	OMEPRAZOLE
BECODISKS	BECLOMETASONE DIPROPIONATE
17-ETHINYL-3,17-ESTRADIOL	ETHINYL ESTRADIOL
FLAVAZONE	NITROFURAZONE
FURADOIN	NITROFURANTOIN
METHYLERGONOVIN	METHYLERGONOVINE
LAMIVUDINE	LAMIVUDINE
ETHYL P-AMINOBENZOATE	BENZOCAINE
HISTYN	DIPHENYLPYRALINE
ALDACTONE	SPIRONOLACTONE
REGARDIN	CLOFIBRATE
TOMIL	ETHOPROPAZINE
STREPTOZOCINE [INN-FRENCH]	STREPTOZOCIN
OESTRODIENE	DIENESTROL
DL-PROPRANOLOL HYDROCHLORIDE	PROPRANOLOL
NITRONET	NITROGLYCERIN
ANDROSTAN-17B-OL-3-ONE	DIHYDROTESTOSTERONE
DIFLUDOL	DIFLUNISAL
ORAPRED	PREDNISOLONE
MILNACIPRANUM [LATIN]	MILNACIPRAN
ANTIBIOTIC LM 427	RIFABUTIN
GLYBURIDE	GLYBURIDE
KETAMINE BASE	KETAMINE
TENOSBON	CAPTOPRIL
FACTIVE	GEMIFLOXACIN
DICYCLOVERINE	DICYCLOMINE
ACIGENA	HEXACHLOROPHENE
PYRIDOX	PYRIDOXINE
V-CYLINE	PENICILLIN V
PANASORB	ACETAMINOPHEN
SYNADRIN	PRENYLAMINE
MUNOBAL RETARD	FELODIPINE
CYSTISTAR	HYALURONAN
BETAGESIC	IBUPROFEN
METHOCIDINUM [INN-LATIN]	OXYPHENONIUM
ERGOTRATE MALEATE	ERGONOVINE
PAXOR	CAMAZEPAM
FENOTEROL	FENOTEROL
PERHEXILENE	PERHEXILINE
LEVOXYL	LEVOTHYROXINE
THYCAPZOL	METHIMAZOLE
CHRYSAZINE	DANTRON
BETA-PHENETHYBIGUANIDE	PHENFORMIN
NVP-LAF-237	VILDAGLIPTIN
SULFANILAMIDOPYRIMIDINE	SULFADIAZINE
SANAXIN	CEPHALEXIN
DEXALTIN	DEXAMETHASONE
TERENAC	MAZINDOL
PROBUCOL	PROBUCOL
IBUTID	IBUPROFEN
AMLEXANOX	AMLEXANOX
ZONAZIDE	ISONIAZID
URISAL	NALIDIXIC ACID
ALOXI	PALONOSETRON
ARACYTIN	CYTARABINE
METHARBITALUM [INN-LATIN]	METHARBITAL
DELTA-9-TETRAHYDROCANNABINOL	DRONABINOL
MENOTROPINS	MENOTROPINS
SUPRENZA	PHENTERMINE
TETRAHYDROAMINOCRIN	TACRINE
ACID YELLOW 73	FLUORESCEIN
THALOMID	THALIDOMIDE
QUININE DAB	QUININE
S20098	AGOMELATINE
LIMICAN	ALIZAPRIDE
BIOSECHS	PYRIDOXAL PHOSPHATE
NOLVADEX-D	TAMOXIFEN
PREDNICEN	PREDNISOLONE
N-METHYL-BETA-PHENYLISOPROPYLAMIN [GERMAN]	METHAMPHETAMINE
BIOCISPLATINUM	CISPLATIN
STARIFEN	PHENOBARBITAL
APRACLONIDINE HYDROCHLORIDE	APRACLONIDINE
EVAC-Q-KWIK	PHENOLPHTHALEIN
SPECTAM	SPECTINOMYCIN
MEVINOLIN	PRAVASTATIN
TEMAFLOXACINE [FRENCH]	TEMAFLOXACIN
BECLOMETASONE 17,21-DIPROPIONATE	BECLOMETASONE DIPROPIONATE
MONOLATE	ETHANOLAMINE OLEATE
MERCALEUKIM	MERCAPTOPURINE
MERCALEUKIN	MERCAPTOPURINE
GUAIACOLGLICERINETERE	GUAIFENESIN
TRYPTIZOL	AMITRIPTYLINE
PROMETHEGAN	PROMETHAZINE
PRINCIPEN	AMPICILLIN
PREDNIRETARD	PREDNISOLONE
ESKADIAZINE	SULFADIAZINE
ANCOTIL	FLUCYTOSINE
LOQUINOL	CLIOQUINOL
ANAKINRA	ANAKINRA
PROPANALOL	PROPRANOLOL
ETYDION	TRIMETHADIONE
ZEMORCON	SULPIRIDE
HYDROXYETHANEDIPHOSPHONIC ACID	ETIDRONIC ACID
DEMORPHAN	DEXTROMETHORPHAN
OROSPRAY	LYMECYCLINE
ACTI-B12	HYDROXOCOBALAMIN
TOPCAINE	BENZOCAINE
WARFARIN	WARFARIN
